team	stats	rankings	value
La.-Monroe	Fewest Penalties Per Game	107	7.31
La.-Monroe	Fewest Penalty Yards Per Game	83	58.00
La.-Monroe	Time of Possession	104	   27:54
North Texas	Stat	Rank	Value
North Texas	Total Offense	117	320.1
North Texas	Rushing Offense	82	158.7
North Texas	Passing Offense	114	161.4
North Texas	Team Passing Efficiency	125	90.98
North Texas	Scoring Offense	123	15.2
North Texas	Total Defense	119	502.6
North Texas	Rushing Defense	119	239.9
North Texas	Passing Yards Allowed	107	262.7
North Texas	Team Passing Efficiency Defense	121	158.70
North Texas	Scoring Defense	121	41.3
North Texas	Turnover Margin	105	-0.58
North Texas	3rd Down Conversion Pct	115	0.326
North Texas	4th Down Conversion Pct	91	0.444
North Texas	3rd Down Conversion Pct Defense	127	0.524
North Texas	4th Down Conversion Pct Defense	82	0.529
North Texas	Red Zone Offense	119	0.714
North Texas	Red Zone Defense	96	0.873
North Texas	Net Punting	53	37.62
North Texas	Punt Returns	62	8.60
North Texas	Kickoff Returns	70	20.96
North Texas	First Downs Offense	105	224
North Texas	First Downs Defense	117	310
North Texas	Fewest Penalties Per Game	68	6.17
North Texas	Fewest Penalty Yards Per Game	T-74	56.75
North Texas	Time of Possession	118	   26:36
North Carolina St.	Stat	Rank	Value
North Carolina St.	Total Offense	57	412.8
North Carolina St.	Rushing Offense	30	202.1
North Carolina St.	Passing Offense	78	210.8
North Carolina St.	Team Passing Efficiency	70	128.37
North Carolina St.	Scoring Offense	42	33.2
North Carolina St.	Total Defense	29	350.7
North Carolina St.	Rushing Defense	39	147.5
North Carolina St.	Passing Yards Allowed	T-36	203.2
North Carolina St.	Team Passing Efficiency Defense	65	126.34
North Carolina St.	Scoring Defense	52	25.8
North Carolina St.	Turnover Margin	T-15	0.69
North Carolina St.	3rd Down Conversion Pct	51	0.411
North Carolina St.	4th Down Conversion Pct	32	0.613
North Carolina St.	3rd Down Conversion Pct Defense	34	0.352
North Carolina St.	4th Down Conversion Pct Defense	T-40	0.455
North Carolina St.	Red Zone Offense	T-53	0.852
North Carolina St.	Red Zone Defense	89	0.867
North Carolina St.	Net Punting	29	39.21
North Carolina St.	Punt Returns	19	12.96
North Carolina St.	Kickoff Returns	9	25.68
North Carolina St.	First Downs Offense	50	279
North Carolina St.	First Downs Defense	29	236
North Carolina St.	Fewest Penalties Per Game	41	5.54
North Carolina St.	Fewest Penalty Yards Per Game	54	52.85
North Carolina St.	Time of Possession	11	   33:03
Temple	Stat	Rank	Value
Temple	Total Offense	96	366.7
Temple	Rushing Offense	95	149.7
Temple	Passing Offense	72	217.0
Temple	Team Passing Efficiency	75	126.47
Temple	Scoring Offense	T-60	29.8
Temple	Total Defense	20	337.0
Temple	Rushing Defense	24	127.9
Temple	Passing Yards Allowed	43	209.1
Temple	Team Passing Efficiency Defense	22	112.60
Temple	Scoring Defense	17	20.1
Temple	Turnover Margin	50	0.21
Temple	3rd Down Conversion Pct	50	0.412
Temple	4th Down Conversion Pct	77	0.478
Temple	3rd Down Conversion Pct Defense	14	0.319
Temple	4th Down Conversion Pct Defense	T-38	0.450
Temple	Red Zone Offense	42	0.871
Temple	Red Zone Defense	29	0.786
Temple	Net Punting	67	37.22
Temple	Punt Returns	43	10.14
Temple	Kickoff Returns	72	20.77
Temple	First Downs Offense	T-55	272
Temple	First Downs Defense	32	239
Temple	Fewest Penalties Per Game	55	5.79
Temple	Fewest Penalty Yards Per Game	65	55.21
Temple	Time of Possession	14	   32:55
Appalachian St.	Stat	Rank	Value
Appalachian St.	Total Offense	26	467.3
Appalachian St.	Rushing Offense	6	271.5
Appalachian St.	Passing Offense	93	195.8
Appalachian St.	Team Passing Efficiency	7	163.22
Appalachian St.	Scoring Offense	23	36.7
Appalachian St.	Total Defense	11	314.5
Appalachian St.	Rushing Defense	27	131.5
Appalachian St.	Passing Yards Allowed	14	182.9
Appalachian St.	Team Passing Efficiency Defense	20	112.23
Appalachian St.	Scoring Defense	14	19.1
Appalachian St.	Turnover Margin	T-51	0.15
Appalachian St.	3rd Down Conversion Pct	37	0.426
Appalachian St.	4th Down Conversion Pct	T-23	0.625
Appalachian St.	3rd Down Conversion Pct Defense	T-22	0.340
Appalachian St.	4th Down Conversion Pct Defense	T-62	0.500
Appalachian St.	Red Zone Offense	30	0.880
Appalachian St.	Red Zone Defense	1	0.636
Appalachian St.	Net Punting	43	38.42
Appalachian St.	Punt Returns	109	4.95
Appalachian St.	Kickoff Returns	63	21.16
Appalachian St.	First Downs Offense	T-41	291
Appalachian St.	First Downs Defense	T-15	223
Appalachian St.	Fewest Penalties Per Game	80	6.46
Appalachian St.	Fewest Penalty Yards Per Game	76	56.85
Appalachian St.	Time of Possession	35	   31:23
Texas A&M	Stat	Rank	Value
Texas A&M	Total Offense	50	424.7
Texas A&M	Rushing Offense	66	169.1
Texas A&M	Passing Offense	39	255.6
Texas A&M	Team Passing Efficiency	76	125.44
Texas A&M	Scoring Offense	T-71	27.8
Texas A&M	Total Defense	51	380.0
Texas A&M	Rushing Defense	107	213.7
Texas A&M	Passing Yards Allowed	4	166.3
Texas A&M	Team Passing Efficiency Defense	18	111.94
Texas A&M	Scoring Defense	T-28	22.0
Texas A&M	Turnover Margin	102	-0.46
Texas A&M	3rd Down Conversion Pct	41	0.423
Texas A&M	4th Down Conversion Pct	121	0.300
Texas A&M	3rd Down Conversion Pct Defense	16	0.330
Texas A&M	4th Down Conversion Pct Defense	T-2	0.200
Texas A&M	Red Zone Offense	102	0.778
Texas A&M	Red Zone Defense	61	0.830
Texas A&M	Net Punting	16	40.24
Texas A&M	Punt Returns	1	19.68
Texas A&M	Kickoff Returns	92	19.94
Texas A&M	First Downs Offense	38	293
Texas A&M	First Downs Defense	43	247
Texas A&M	Fewest Penalties Per Game	T-76	6.38
Texas A&M	Fewest Penalty Yards Per Game	63	54.85
Texas A&M	Time of Possession	99	   28:12
Tennessee	Stat	Rank	Value
Tennessee	Total Offense	52	422.3
Tennessee	Rushing Offense	20	223.7
Tennessee	Passing Offense	92	198.6
Tennessee	Team Passing Efficiency	64	130.19
Tennessee	Scoring Offense	29	35.2
Tennessee	Total Defense	36	362.0
Tennessee	Rushing Defense	45	151.6
Tennessee	Passing Yards Allowed	47	210.4
Tennessee	Team Passing Efficiency Defense	16	111.02
Tennessee	Scoring Defense	16	20.0
Tennessee	Turnover Margin	T-28	0.54
Tennessee	3rd Down Conversion Pct	21	0.460
Tennessee	4th Down Conversion Pct	6	0.765
Tennessee	3rd Down Conversion Pct Defense	2	0.276
Tennessee	4th Down Conversion Pct Defense	124	0.750
Tennessee	Red Zone Offense	70	0.833
Tennessee	Red Zone Defense	T-17	0.756
Tennessee	Net Punting	31	38.98
Tennessee	Punt Returns	4	17.18
Tennessee	Kickoff Returns	1	33.41
Tennessee	First Downs Offense	T-38	293
Tennessee	First Downs Defense	27	235
Tennessee	Fewest Penalties Per Game	T-21	5.08
Tennessee	Fewest Penalty Yards Per Game	18	40.77
Tennessee	Time of Possession	51	   30:32
TCU	Stat	Rank	Value
TCU	Total Offense	3	562.8
TCU	Rushing Offense	24	215.4
TCU	Passing Offense	8	347.5
TCU	Team Passing Efficiency	18	155.54
TCU	Scoring Offense	7	42.1
TCU	Total Defense	63	398.4
TCU	Rushing Defense	80	182.6
TCU	Passing Yards Allowed	56	215.8
TCU	Team Passing Efficiency Defense	23	112.61
TCU	Scoring Defense	64	27.2
TCU	Turnover Margin	T-66	0.00
TCU	3rd Down Conversion Pct	32	0.434
TCU	4th Down Conversion Pct	T-80	0.467
TCU	3rd Down Conversion Pct Defense	5	0.278
TCU	4th Down Conversion Pct Defense	T-62	0.500
TCU	Red Zone Offense	92	0.803
TCU	Red Zone Defense	T-25	0.778
TCU	Net Punting	84	36.57
TCU	Punt Returns	44	10.11
TCU	Kickoff Returns	22	24.49
TCU	First Downs Offense	6	358
TCU	First Downs Defense	85	273
TCU	Fewest Penalties Per Game	105	7.23
TCU	Fewest Penalty Yards Per Game	118	70.92
TCU	Time of Possession	36	   31:21
Arizona St.	Stat	Rank	Value
Arizona St.	Total Offense	24	477.5
Arizona St.	Rushing Offense	56	178.4
Arizona St.	Passing Offense	20	299.1
Arizona St.	Team Passing Efficiency	49	136.25
Arizona St.	Scoring Offense	32	34.6
Arizona St.	Total Defense	112	463.8
Arizona St.	Rushing Defense	21	126.2
Arizona St.	Passing Yards Allowed	127	337.5
Arizona St.	Team Passing Efficiency Defense	107	144.98
Arizona St.	Scoring Defense	99	33.5
Arizona St.	Turnover Margin	T-51	0.15
Arizona St.	3rd Down Conversion Pct	53	0.410
Arizona St.	4th Down Conversion Pct	T-47	0.556
Arizona St.	3rd Down Conversion Pct Defense	63	0.387
Arizona St.	4th Down Conversion Pct Defense	101	0.579
Arizona St.	Red Zone Offense	T-34	0.875
Arizona St.	Red Zone Defense	108	0.896
Arizona St.	Net Punting	36	38.78
Arizona St.	Punt Returns	84	7.00
Arizona St.	Kickoff Returns	35	22.91
Arizona St.	First Downs Offense	T-29	305
Arizona St.	First Downs Defense	83	271
Arizona St.	Fewest Penalties Per Game	12	4.62
Arizona St.	Fewest Penalty Yards Per Game	15	39.85
Arizona St.	Time of Possession	32	   31:29
Arizona	Stat	Rank	Value
Arizona	Total Offense	16	494.9
Arizona	Rushing Offense	22	222.3
Arizona	Passing Offense	30	272.6
Arizona	Team Passing Efficiency	44	137.30
Arizona	Scoring Offense	20	37.4
Arizona	Total Defense	114	466.8
Arizona	Rushing Defense	98	198.5
Arizona	Passing Yards Allowed	114	268.3
Arizona	Team Passing Efficiency Defense	106	144.33
Arizona	Scoring Defense	107	35.8
Arizona	Turnover Margin	T-92	-0.31
Arizona	3rd Down Conversion Pct	52	0.411
Arizona	4th Down Conversion Pct	110	0.370
Arizona	3rd Down Conversion Pct Defense	113	0.459
Arizona	4th Down Conversion Pct Defense	T-93	0.556
Arizona	Red Zone Offense	75	0.831
Arizona	Red Zone Defense	125	0.931
Arizona	Net Punting	12	40.56
Arizona	Punt Returns	T-6	16.00
Arizona	Kickoff Returns	36	22.78
Arizona	First Downs Offense	22	320
Arizona	First Downs Defense	112	300
Arizona	Fewest Penalties Per Game	47	5.69
Arizona	Fewest Penalty Yards Per Game	42	48.62
Arizona	Time of Possession	121	   26:20
Houston	Stat	Rank	Value
Houston	Total Offense	20	484.1
Houston	Rushing Offense	13	235.8
Houston	Passing Offense	44	248.4
Houston	Team Passing Efficiency	28	147.15
Houston	Scoring Offense	10	40.4
Houston	Total Defense	53	383.6
Houston	Rushing Defense	8	108.9
Houston	Passing Yards Allowed	115	274.7
Houston	Team Passing Efficiency Defense	61	125.01
Houston	Scoring Defense	20	20.7
Houston	Turnover Margin	2	1.50
Houston	3rd Down Conversion Pct	3	0.504
Houston	4th Down Conversion Pct	T-66	0.500
Houston	3rd Down Conversion Pct Defense	60	0.374
Houston	4th Down Conversion Pct Defense	50	0.471
Houston	Red Zone Offense	29	0.881
Houston	Red Zone Defense	T-119	0.914
Houston	Net Punting	33	38.89
Houston	Punt Returns	41	10.41
Houston	Kickoff Returns	28	23.55
Houston	First Downs Offense	15	332
Houston	First Downs Defense	54	253
Houston	Fewest Penalties Per Game	61	6.07
Houston	Fewest Penalty Yards Per Game	70	55.93
Houston	Time of Possession	38	   31:19
Memphis	Stat	Rank	Value
Memphis	Total Offense	19	486.9
Memphis	Rushing Offense	55	179.5
Memphis	Passing Offense	18	307.5
Memphis	Team Passing Efficiency	13	158.23
Memphis	Scoring Offense	11	40.2
Memphis	Total Defense	77	406.7
Memphis	Rushing Defense	38	146.5
Memphis	Passing Yards Allowed	106	260.2
Memphis	Team Passing Efficiency Defense	90	137.16
Memphis	Scoring Defense	67	27.3
Memphis	Turnover Margin	23	0.62
Memphis	3rd Down Conversion Pct	8	0.488
Memphis	4th Down Conversion Pct	T-47	0.556
Memphis	3rd Down Conversion Pct Defense	57	0.371
Memphis	4th Down Conversion Pct Defense	5	0.263
Memphis	Red Zone Offense	T-18	0.889
Memphis	Red Zone Defense	T-70	0.841
Memphis	Net Punting	28	39.28
Memphis	Punt Returns	69	8.00
Memphis	Kickoff Returns	41	22.39
Memphis	First Downs Offense	21	322
Memphis	First Downs Defense	T-97	284
Memphis	Fewest Penalties Per Game	116	7.62
Memphis	Fewest Penalty Yards Per Game	123	75.08
Memphis	Time of Possession	53	   30:21
Massachusetts	Stat	Rank	Value
Massachusetts	Total Offense	65	399.8
Massachusetts	Rushing Offense	102	142.3
Massachusetts	Passing Offense	37	257.5
Massachusetts	Team Passing Efficiency	102	115.95
Massachusetts	Scoring Offense	108	22.2
Massachusetts	Total Defense	103	447.8
Massachusetts	Rushing Defense	94	192.9
Massachusetts	Passing Yards Allowed	T-96	254.9
Massachusetts	Team Passing Efficiency Defense	84	134.91
Massachusetts	Scoring Defense	92	31.4
Massachusetts	Turnover Margin	T-79	-0.08
Massachusetts	3rd Down Conversion Pct	T-109	0.348
Massachusetts	4th Down Conversion Pct	108	0.375
Massachusetts	3rd Down Conversion Pct Defense	120	0.470
Massachusetts	4th Down Conversion Pct Defense	T-46	0.467
Massachusetts	Red Zone Offense	122	0.690
Massachusetts	Red Zone Defense	106	0.891
Massachusetts	Net Punting	73	37.09
Massachusetts	Punt Returns	67	8.14
Massachusetts	Kickoff Returns	78	20.62
Massachusetts	First Downs Offense	T-71	256
Massachusetts	First Downs Defense	105	291
Massachusetts	Fewest Penalties Per Game	110	7.42
Massachusetts	Fewest Penalty Yards Per Game	101	63.92
Massachusetts	Time of Possession	117	   26:59
Alabama	Stat	Rank	Value
Alabama	Total Offense	45	427.1
Alabama	Rushing Offense	32	199.9
Alabama	Passing Offense	62	227.1
Alabama	Team Passing Efficiency	34	143.45
Alabama	Scoring Offense	30	35.1
Alabama	Total Defense	3	276.3
Alabama	Rushing Defense	1	75.7
Alabama	Passing Yards Allowed	30	200.6
Alabama	Team Passing Efficiency Defense	8	105.22
Alabama	Scoring Defense	3	15.1
Alabama	Turnover Margin	21	0.67
Alabama	3rd Down Conversion Pct	86	0.374
Alabama	4th Down Conversion Pct	T-66	0.500
Alabama	3rd Down Conversion Pct Defense	7	0.286
Alabama	4th Down Conversion Pct Defense	13	0.350
Alabama	Red Zone Offense	82	0.823
Alabama	Red Zone Defense	T-62	0.833
Alabama	Net Punting	77	36.96
Alabama	Punt Returns	20	12.70
Alabama	Kickoff Returns	49	21.70
Alabama	First Downs Offense	18	330
Alabama	First Downs Defense	T-15	223
Alabama	Fewest Penalties Per Game	60	5.93
Alabama	Fewest Penalty Yards Per Game	67	55.67
Alabama	Time of Possession	8	   33:35
Tulsa	Stat	Rank	Value
Tulsa	Total Offense	13	507.4
Tulsa	Rushing Offense	61	174.2
Tulsa	Passing Offense	11	333.2
Tulsa	Team Passing Efficiency	27	149.47
Tulsa	Scoring Offense	21	37.2
Tulsa	Total Defense	125	536.6
Tulsa	Rushing Defense	117	239.7
Tulsa	Passing Yards Allowed	124	296.9
Tulsa	Team Passing Efficiency Defense	108	146.11
Tulsa	Scoring Defense	120	39.8
Tulsa	Turnover Margin	T-39	0.31
Tulsa	3rd Down Conversion Pct	26	0.441
Tulsa	4th Down Conversion Pct	55	0.538
Tulsa	3rd Down Conversion Pct Defense	108	0.447
Tulsa	4th Down Conversion Pct Defense	T-77	0.524
Tulsa	Red Zone Offense	51	0.860
Tulsa	Red Zone Defense	87	0.864
Tulsa	Net Punting	82	36.71
Tulsa	Punt Returns	T-21	12.67
Tulsa	Kickoff Returns	99	19.63
Tulsa	First Downs Offense	T-15	332
Tulsa	First Downs Defense	127	345
Tulsa	Fewest Penalties Per Game	T-93	7.00
Tulsa	Fewest Penalty Yards Per Game	71	56.15
Tulsa	Time of Possession	109	   27:44
Tulane	Stat	Rank	Value
Tulane	Total Offense	119	317.0
Tulane	Rushing Offense	118	115.8
Tulane	Passing Offense	90	201.3
Tulane	Team Passing Efficiency	107	110.98
Tulane	Scoring Offense	113	19.7
Tulane	Total Defense	80	412.3
Tulane	Rushing Defense	74	178.8
Tulane	Passing Yards Allowed	T-73	233.4
Tulane	Team Passing Efficiency Defense	109	146.63
Tulane	Scoring Defense	110	36.3
Tulane	Turnover Margin	T-58	0.08
Tulane	3rd Down Conversion Pct	111	0.346
Tulane	4th Down Conversion Pct	119	0.313
Tulane	3rd Down Conversion Pct Defense	114	0.464
Tulane	4th Down Conversion Pct Defense	T-105	0.591
Tulane	Red Zone Offense	16	0.893
Tulane	Red Zone Defense	72	0.843
Tulane	Net Punting	125	31.88
Tulane	Punt Returns	92	6.29
Tulane	Kickoff Returns	114	18.28
Tulane	First Downs Offense	122	195
Tulane	First Downs Defense	59	256
Tulane	Fewest Penalties Per Game	56	5.83
Tulane	Fewest Penalty Yards Per Game	58	53.42
Tulane	Time of Possession	97	   28:19
Stanford	Stat	Rank	Value
Stanford	Total Offense	40	435.5
Stanford	Rushing Offense	19	223.7
Stanford	Passing Offense	76	211.8
Stanford	Team Passing Efficiency	2	171.40
Stanford	Scoring Offense	18	37.8
Stanford	Total Defense	43	368.3
Stanford	Rushing Defense	30	139.9
Stanford	Passing Yards Allowed	71	228.4
Stanford	Team Passing Efficiency Defense	58	123.96
Stanford	Scoring Defense	32	22.6
Stanford	Turnover Margin	65	0.07
Stanford	3rd Down Conversion Pct	6	0.500
Stanford	4th Down Conversion Pct	3	0.813
Stanford	3rd Down Conversion Pct Defense	45	0.363
Stanford	4th Down Conversion Pct Defense	113	0.625
Stanford	Red Zone Offense	T-42	0.871
Stanford	Red Zone Defense	95	0.872
Stanford	Net Punting	68	37.21
Stanford	Punt Returns	57	9.06
Stanford	Kickoff Returns	20	24.80
Stanford	First Downs Offense	23	311
Stanford	First Downs Defense	T-76	267
Stanford	Fewest Penalties Per Game	44	5.57
Stanford	Fewest Penalty Yards Per Game	33	46.29
Stanford	Time of Possession	1	   34:48
Troy	Stat	Rank	Value
Troy	Total Offense	102	359.9
Troy	Rushing Offense	116	119.1
Troy	Passing Offense	48	240.8
Troy	Team Passing Efficiency	68	129.20
Troy	Scoring Offense	70	27.9
Troy	Total Defense	57	391.3
Troy	Rushing Defense	91	192.2
Troy	Passing Yards Allowed	29	199.1
Troy	Team Passing Efficiency Defense	80	133.75
Troy	Scoring Defense	78	28.3
Troy	Turnover Margin	T-66	0.00
Troy	3rd Down Conversion Pct	104	0.351
Troy	4th Down Conversion Pct	111	0.368
Troy	3rd Down Conversion Pct Defense	42	0.360
Troy	4th Down Conversion Pct Defense	112	0.613
Troy	Red Zone Offense	48	0.865
Troy	Red Zone Defense	54	0.822
Troy	Net Punting	94	35.90
Troy	Punt Returns	25	12.37
Troy	Kickoff Returns	T-120	17.67
Troy	First Downs Offense	104	226
Troy	First Downs Defense	T-54	253
Troy	Fewest Penalties Per Game	85	6.67
Troy	Fewest Penalty Yards Per Game	79	57.58
Troy	Time of Possession	124	   26:12
Texas St.	Stat	Rank	Value
Texas St.	Total Offense	53	416.7
Texas St.	Rushing Offense	43	187.3
Texas St.	Passing Offense	58	229.3
Texas St.	Team Passing Efficiency	98	117.32
Texas St.	Scoring Offense	80	26.9
Texas St.	Total Defense	123	521.8
Texas St.	Rushing Defense	122	258.0
Texas St.	Passing Yards Allowed	108	263.8
Texas St.	Team Passing Efficiency Defense	125	165.34
Texas St.	Scoring Defense	119	39.2
Texas St.	Turnover Margin	T-105	-0.58
Texas St.	3rd Down Conversion Pct	94	0.364
Texas St.	4th Down Conversion Pct	29	0.615
Texas St.	3rd Down Conversion Pct Defense	123	0.491
Texas St.	4th Down Conversion Pct Defense	T-62	0.500
Texas St.	Red Zone Offense	112	0.761
Texas St.	Red Zone Defense	90	0.868
Texas St.	Net Punting	14	40.38
Texas St.	Punt Returns	26	12.20
Texas St.	Kickoff Returns	94	19.81
Texas St.	First Downs Offense	71	256
Texas St.	First Downs Defense	99	286
Texas St.	Fewest Penalties Per Game	T-64	6.08
Texas St.	Fewest Penalty Yards Per Game	69	55.92
Texas St.	Time of Possession	85	   28:57
UL Lafayette	Stat	Rank	Value
UL Lafayette	Total Offense	77	380.4
UL Lafayette	Rushing Offense	63	172.8
UL Lafayette	Passing Offense	83	207.6
UL Lafayette	Team Passing Efficiency	97	117.39
UL Lafayette	Scoring Offense	T-83	26.4
UL Lafayette	Total Defense	89	420.8
UL Lafayette	Rushing Defense	82	183.8
UL Lafayette	Passing Yards Allowed	81	237.1
UL Lafayette	Team Passing Efficiency Defense	102	141.38
UL Lafayette	Scoring Defense	94	31.8
UL Lafayette	Turnover Margin	T-110	-0.75
UL Lafayette	3rd Down Conversion Pct	T-83	0.375
UL Lafayette	4th Down Conversion Pct	54	0.542
UL Lafayette	3rd Down Conversion Pct Defense	95	0.423
UL Lafayette	4th Down Conversion Pct Defense	T-105	0.591
UL Lafayette	Red Zone Offense	85	0.816
UL Lafayette	Red Zone Defense	17	0.756
UL Lafayette	Net Punting	35	38.78
UL Lafayette	Punt Returns	50	9.68
UL Lafayette	Kickoff Returns	T-108	19.00
UL Lafayette	First Downs Offense	82	247
UL Lafayette	First Downs Defense	T-63	258
UL Lafayette	Fewest Penalties Per Game	103	7.08
UL Lafayette	Fewest Penalty Yards Per Game	119	71.08
UL Lafayette	Time of Possession	60	   30:07
South Fla.	Stat	Rank	Value
South Fla.	Total Offense	35	441.6
South Fla.	Rushing Offense	10	246.5
South Fla.	Passing Offense	95	195.1
South Fla.	Team Passing Efficiency	22	152.77
South Fla.	Scoring Offense	41	33.6
South Fla.	Total Defense	52	380.5
South Fla.	Rushing Defense	31	141.4
South Fla.	Passing Yards Allowed	84	239.1
South Fla.	Team Passing Efficiency Defense	34	118.76
South Fla.	Scoring Defense	35	22.9
South Fla.	Turnover Margin	T-13	0.77
South Fla.	3rd Down Conversion Pct	89	0.369
South Fla.	4th Down Conversion Pct	40	0.579
South Fla.	3rd Down Conversion Pct Defense	58	0.371
South Fla.	4th Down Conversion Pct Defense	T-105	0.591
South Fla.	Red Zone Offense	39	0.872
South Fla.	Red Zone Defense	88	0.865
South Fla.	Net Punting	47	38.18
South Fla.	Punt Returns	36	10.90
South Fla.	Kickoff Returns	6	26.66
South Fla.	First Downs Offense	62	264
South Fla.	First Downs Defense	53	252
South Fla.	Fewest Penalties Per Game	T-62	6.08
