team	stats	rankings	value
North Carolina St.	4th Down Conversion Pct Defense	102	0.625
North Carolina St.	Red Zone Offense	101	0.769
North Carolina St.	Red Zone Defense	122	0.950
North Carolina St.	Net Punting	39	37.90
North Carolina St.	Punt Returns	14	13.10
North Carolina St.	Kickoff Returns	102	18.98
North Carolina St.	First Downs Offense	80	249
North Carolina St.	First Downs Defense	26	239
North Carolina St.	Fewest Penalties Per Game	T-70	5.75
North Carolina St.	Fewest Penalty Yards Per Game	T-46	43.33
North Carolina St.	Time of Possession	26	   31:53
Temple	Stat	Rank	Value
Temple	Total Offense	74	399.0
Temple	Rushing Offense	81	149.3
Temple	Passing Offense	46	249.7
Temple	Team Passing Efficiency	66	129.32
Temple	Scoring Offense	88	24.9
Temple	Total Defense	108	473.6
Temple	Rushing Defense	76	175.0
Temple	Passing Yards Allowed	119	298.6
Temple	Team Passing Efficiency Defense	106	151.32
Temple	Scoring Defense	82	29.8
Temple	Turnover Margin	T-97	-0.50
Temple	3rd Down Conversion Pct	50	0.422
Temple	4th Down Conversion Pct	68	0.478
Temple	3rd Down Conversion Pct Defense	77	0.409
Temple	4th Down Conversion Pct Defense	66	0.526
Temple	Red Zone Offense	T-94	0.784
Temple	Red Zone Defense	75	0.843
Temple	Net Punting	12	40.00
Temple	Punt Returns	T-103	5.00
Temple	Kickoff Returns	90	19.72
Temple	First Downs Offense	T-80	249
Temple	First Downs Defense	96	286
Temple	Fewest Penalties Per Game	T-90	6.42
Temple	Fewest Penalty Yards Per Game	87	53.42
Temple	Time of Possession	97	   28:28
Appalachian St.	Stat	Rank	Value
Texas A&M	Stat	Rank	Value
Texas A&M	Total Offense	4	538.4
Texas A&M	Rushing Offense	45	185.1
Texas A&M	Passing Offense	7	353.3
Texas A&M	Team Passing Efficiency	4	169.90
Texas A&M	Scoring Offense	5	44.2
Texas A&M	Total Defense	109	475.8
Texas A&M	Rushing Defense	110	222.3
Texas A&M	Passing Yards Allowed	95	253.5
Texas A&M	Team Passing Efficiency Defense	88	136.49
Texas A&M	Scoring Defense	95	32.2
Texas A&M	Turnover Margin	T-56	0.08
Texas A&M	3rd Down Conversion Pct	8	0.503
Texas A&M	4th Down Conversion Pct	22	0.611
Texas A&M	3rd Down Conversion Pct Defense	78	0.410
Texas A&M	4th Down Conversion Pct Defense	T-80	0.560
Texas A&M	Red Zone Offense	72	0.808
Texas A&M	Red Zone Defense	T-100	0.875
Texas A&M	Net Punting	17	39.42
Texas A&M	Punt Returns	76	7.35
Texas A&M	Kickoff Returns	68	21.08
Texas A&M	First Downs Offense	8	356
Texas A&M	First Downs Defense	117	304
Texas A&M	Fewest Penalties Per Game	86	6.23
Texas A&M	Fewest Penalty Yards Per Game	86	53.08
Texas A&M	Time of Possession	115	   26:44
Tennessee	Stat	Rank	Value
Tennessee	Total Offense	102	353.3
Tennessee	Rushing Offense	44	188.4
Tennessee	Passing Offense	109	164.9
Tennessee	Team Passing Efficiency	111	105.48
Tennessee	Scoring Offense	94	23.8
Tennessee	Total Defense	83	418.4
Tennessee	Rushing Defense	100	207.3
Tennessee	Passing Yards Allowed	T-27	211.1
Tennessee	Team Passing Efficiency Defense	58	125.47
Tennessee	Scoring Defense	T-78	29.0
Tennessee	Turnover Margin	T-54	0.08
Tennessee	3rd Down Conversion Pct	92	0.358
Tennessee	4th Down Conversion Pct	T-76	0.455
Tennessee	3rd Down Conversion Pct Defense	91	0.425
Tennessee	4th Down Conversion Pct Defense	T-117	0.750
Tennessee	Red Zone Offense	100	0.773
Tennessee	Red Zone Defense	T-11	0.735
Tennessee	Net Punting	28	38.48
Tennessee	Punt Returns	51	8.94
Tennessee	Kickoff Returns	20	23.78
Tennessee	First Downs Offense	101	223
Tennessee	First Downs Defense	45	255
Tennessee	Fewest Penalties Per Game	26	4.58
Tennessee	Fewest Penalty Yards Per Game	21	37.92
Tennessee	Time of Possession	91	   28:49
TCU	Stat	Rank	Value
TCU	Total Offense	104	344.8
TCU	Rushing Offense	110	118.6
TCU	Passing Offense	72	226.3
TCU	Team Passing Efficiency	101	114.62
TCU	Scoring Offense	87	25.1
TCU	Total Defense	24	356.4
TCU	Rushing Defense	21	130.8
TCU	Passing Yards Allowed	58	225.6
TCU	Team Passing Efficiency Defense	11	108.88
TCU	Scoring Defense	54	25.3
TCU	Turnover Margin	T-74	-0.17
TCU	3rd Down Conversion Pct	112	0.320
TCU	4th Down Conversion Pct	T-98	0.400
TCU	3rd Down Conversion Pct Defense	32	0.360
TCU	4th Down Conversion Pct Defense	T-99	0.615
TCU	Red Zone Offense	25	0.878
TCU	Red Zone Defense	70	0.837
TCU	Net Punting	73	36.58
TCU	Punt Returns	26	11.50
TCU	Kickoff Returns	3	26.28
TCU	First Downs Offense	107	213
TCU	First Downs Defense	10	222
TCU	Fewest Penalties Per Game	94	6.58
TCU	Fewest Penalty Yards Per Game	91	54.08
TCU	Time of Possession	48	   30:23
Arizona St.	Stat	Rank	Value
Arizona St.	Total Offense	32	457.3
Arizona St.	Rushing Offense	40	191.4
Arizona St.	Passing Offense	32	265.9
Arizona St.	Team Passing Efficiency	36	139.70
Arizona St.	Scoring Offense	10	39.7
Arizona St.	Total Defense	42	372.4
Arizona St.	Rushing Defense	26	137.6
Arizona St.	Passing Yards Allowed	71	234.7
Arizona St.	Team Passing Efficiency Defense	61	126.34
Arizona St.	Scoring Defense	T-63	26.6
Arizona St.	Turnover Margin	7	1.07
Arizona St.	3rd Down Conversion Pct	76	0.391
Arizona St.	4th Down Conversion Pct	T-26	0.600
Arizona St.	3rd Down Conversion Pct Defense	44	0.371
Arizona St.	4th Down Conversion Pct Defense	93	0.591
Arizona St.	Red Zone Offense	17	0.893
Arizona St.	Red Zone Defense	T-96	0.870
Arizona St.	Net Punting	119	33.18
Arizona St.	Punt Returns	96	5.72
Arizona St.	Kickoff Returns	62	21.56
Arizona St.	First Downs Offense	12	340
Arizona St.	First Downs Defense	30	243
Arizona St.	Fewest Penalties Per Game	T-8	4.00
Arizona St.	Fewest Penalty Yards Per Game	7	31.36
Arizona St.	Time of Possession	51	   30:21
Arizona	Stat	Rank	Value
Arizona	Total Offense	31	458.5
Arizona	Rushing Offense	11	264.9
Arizona	Passing Offense	97	193.5
Arizona	Team Passing Efficiency	76	126.15
Arizona	Scoring Offense	36	33.5
Arizona	Total Defense	62	401.1
Arizona	Rushing Defense	69	167.8
Arizona	Passing Yards Allowed	70	233.2
Arizona	Team Passing Efficiency Defense	37	120.37
Arizona	Scoring Defense	39	24.2
Arizona	Turnover Margin	T-39	0.31
Arizona	3rd Down Conversion Pct	19	0.472
Arizona	4th Down Conversion Pct	98	0.400
Arizona	3rd Down Conversion Pct Defense	61	0.393
Arizona	4th Down Conversion Pct Defense	43	0.462
Arizona	Red Zone Offense	T-62	0.821
Arizona	Red Zone Defense	99	0.872
Arizona	Net Punting	50	37.40
Arizona	Punt Returns	77	7.22
Arizona	Kickoff Returns	80	20.48
Arizona	First Downs Offense	25	311
Arizona	First Downs Defense	T-79	276
Arizona	Fewest Penalties Per Game	8	4.00
Arizona	Fewest Penalty Yards Per Game	18	36.77
Arizona	Time of Possession	96	   28:30
Houston	Stat	Rank	Value
Houston	Total Offense	55	419.5
Houston	Rushing Offense	92	139.0
Houston	Passing Offense	26	280.5
Houston	Team Passing Efficiency	58	132.11
Houston	Scoring Offense	38	33.2
Houston	Total Defense	79	415.8
Houston	Rushing Defense	43	149.0
Houston	Passing Yards Allowed	108	266.8
Houston	Team Passing Efficiency Defense	34	119.43
Houston	Scoring Defense	20	21.8
Houston	Turnover Margin	1	1.92
Houston	3rd Down Conversion Pct	93	0.356
Houston	4th Down Conversion Pct	122	0.235
Houston	3rd Down Conversion Pct Defense	23	0.344
Houston	4th Down Conversion Pct Defense	80	0.560
Houston	Red Zone Offense	58	0.831
Houston	Red Zone Defense	18	0.755
Houston	Net Punting	3	41.37
Houston	Punt Returns	113	3.65
Houston	Kickoff Returns	5	25.26
Houston	First Downs Offense	51	282
Houston	First Downs Defense	T-103	290
Houston	Fewest Penalties Per Game	114	7.54
Houston	Fewest Penalty Yards Per Game	115	67.77
Houston	Time of Possession	121	   25:42
Memphis	Stat	Rank	Value
Memphis	Total Offense	116	311.5
Memphis	Rushing Offense	95	138.3
Memphis	Passing Offense	105	173.2
Memphis	Team Passing Efficiency	110	107.55
Memphis	Scoring Offense	110	19.5
Memphis	Total Defense	39	370.7
Memphis	Rushing Defense	12	116.3
Memphis	Passing Yards Allowed	97	254.3
Memphis	Team Passing Efficiency Defense	72	128.16
Memphis	Scoring Defense	T-44	24.6
Memphis	Turnover Margin	T-107	-0.67
Memphis	3rd Down Conversion Pct	118	0.306
Memphis	4th Down Conversion Pct	T-64	0.481
Memphis	3rd Down Conversion Pct Defense	96	0.439
Memphis	4th Down Conversion Pct Defense	T-66	0.526
Memphis	Red Zone Offense	54	0.842
Memphis	Red Zone Defense	26	0.773
Memphis	Net Punting	4	41.02
Memphis	Punt Returns	69	7.56
Memphis	Kickoff Returns	30	23.15
Memphis	First Downs Offense	109	212
Memphis	First Downs Defense	39	250
Memphis	Fewest Penalties Per Game	116	7.67
Memphis	Fewest Penalty Yards Per Game	119	71.83
Memphis	Time of Possession	56	   30:00
Massachusetts	Stat	Rank	Value
Massachusetts	Total Offense	120	281.6
Massachusetts	Rushing Offense	104	125.2
Massachusetts	Passing Offense	111	156.4
Massachusetts	Team Passing Efficiency	118	96.86
Massachusetts	Scoring Offense	121	11.7
Massachusetts	Total Defense	98	433.3
Massachusetts	Rushing Defense	106	215.5
Massachusetts	Passing Yards Allowed	42	217.8
Massachusetts	Team Passing Efficiency Defense	105	151.00
Massachusetts	Scoring Defense	97	33.0
Massachusetts	Turnover Margin	105	-0.58
Massachusetts	3rd Down Conversion Pct	89	0.360
Massachusetts	4th Down Conversion Pct	97	0.409
Massachusetts	3rd Down Conversion Pct Defense	72	0.404
Massachusetts	4th Down Conversion Pct Defense	49	0.474
Massachusetts	Red Zone Offense	117	0.714
Massachusetts	Red Zone Defense	T-46	0.814
Massachusetts	Net Punting	108	34.55
Massachusetts	Punt Returns	21	12.25
Massachusetts	Kickoff Returns	81	20.45
Massachusetts	First Downs Offense	118	182
Massachusetts	First Downs Defense	T-45	255
Massachusetts	Fewest Penalties Per Game	38	5.00
Massachusetts	Fewest Penalty Yards Per Game	46	43.33
Massachusetts	Time of Possession	69	   29:26
Alabama	Stat	Rank	Value
Alabama	Total Offense	33	454.1
Alabama	Rushing Offense	25	205.6
Alabama	Passing Offense	49	248.5
Alabama	Team Passing Efficiency	7	164.47
Alabama	Scoring Offense	17	38.2
Alabama	Total Defense	5	286.5
Alabama	Rushing Defense	7	106.2
Alabama	Passing Yards Allowed	11	180.3
Alabama	Team Passing Efficiency Defense	26	116.84
Alabama	Scoring Defense	4	13.9
Alabama	Turnover Margin	T-48	0.15
Alabama	3rd Down Conversion Pct	17	0.476
Alabama	4th Down Conversion Pct	33	0.583
Alabama	3rd Down Conversion Pct Defense	24	0.347
Alabama	4th Down Conversion Pct Defense	3	0.263
Alabama	Red Zone Offense	85	0.796
Alabama	Red Zone Defense	4	0.680
Alabama	Net Punting	1	42.43
Alabama	Punt Returns	6	14.24
Alabama	Kickoff Returns	22	23.74
Alabama	First Downs Offense	32	302
Alabama	First Downs Defense	4	194
Alabama	Fewest Penalties Per Game	34	4.85
Alabama	Fewest Penalty Yards Per Game	28	40.00
Alabama	Time of Possession	24	   32:00
Tulsa	Stat	Rank	Value
Tulsa	Total Offense	100	356.2
Tulsa	Rushing Offense	69	164.8
Tulsa	Passing Offense	99	191.4
Tulsa	Team Passing Efficiency	120	94.30
Tulsa	Scoring Offense	102	21.1
Tulsa	Total Defense	93	429.6
Tulsa	Rushing Defense	95	198.9
Tulsa	Passing Yards Allowed	65	230.7
Tulsa	Team Passing Efficiency Defense	67	127.06
Tulsa	Scoring Defense	101	33.9
Tulsa	Turnover Margin	112	-0.83
Tulsa	3rd Down Conversion Pct	98	0.350
Tulsa	4th Down Conversion Pct	38	0.567
Tulsa	3rd Down Conversion Pct Defense	97	0.440
Tulsa	4th Down Conversion Pct Defense	T-91	0.583
Tulsa	Red Zone Offense	92	0.787
Tulsa	Red Zone Defense	105	0.882
Tulsa	Net Punting	115	34.18
Tulsa	Punt Returns	82	7.00
Tulsa	Kickoff Returns	36	22.93
Tulsa	First Downs Offense	90	237
Tulsa	First Downs Defense	53	257
Tulsa	Fewest Penalties Per Game	2	3.08
Tulsa	Fewest Penalty Yards Per Game	2	25.42
Tulsa	Time of Possession	102	   28:13
Tulane	Stat	Rank	Value
Tulane	Total Offense	115	311.8
Tulane	Rushing Offense	101	126.8
Tulane	Passing Offense	101	184.9
Tulane	Team Passing Efficiency	108	110.42
Tulane	Scoring Offense	90	24.8
Tulane	Total Defense	22	352.1
Tulane	Rushing Defense	17	123.7
Tulane	Passing Yards Allowed	62	228.4
Tulane	Team Passing Efficiency Defense	22	115.76
Tulane	Scoring Defense	18	21.4
Tulane	Turnover Margin	T-15	0.85
Tulane	3rd Down Conversion Pct	90	0.359
Tulane	4th Down Conversion Pct	43	0.545
Tulane	3rd Down Conversion Pct Defense	62	0.394
Tulane	4th Down Conversion Pct Defense	95	0.600
Tulane	Red Zone Offense	T-74	0.805
Tulane	Red Zone Defense	11	0.735
Tulane	Net Punting	100	35.05
Tulane	Punt Returns	109	4.40
Tulane	Kickoff Returns	83	20.20
Tulane	First Downs Offense	104	219
Tulane	First Downs Defense	42	253
Tulane	Fewest Penalties Per Game	T-103	7.08
Tulane	Fewest Penalty Yards Per Game	108	62.69
Tulane	Time of Possession	55	   30:02
Stanford	Stat	Rank	Value
Stanford	Total Offense	69	405.4
Stanford	Rushing Offense	22	207.4
Stanford	Passing Offense	92	197.9
Stanford	Team Passing Efficiency	19	151.79
Stanford	Scoring Offense	45	32.3
Stanford	Total Defense	16	343.1
Stanford	Rushing Defense	3	89.4
Stanford	Passing Yards Allowed	96	253.8
Stanford	Team Passing Efficiency Defense	55	124.38
Stanford	Scoring Defense	10	19.0
Stanford	Turnover Margin	T-61	0.00
Stanford	3rd Down Conversion Pct	10	0.497
Stanford	4th Down Conversion Pct	T-35	0.571
Stanford	3rd Down Conversion Pct Defense	9	0.322
Stanford	4th Down Conversion Pct Defense	61	0.516
Stanford	Red Zone Offense	11	0.904
Stanford	Red Zone Defense	16	0.744
Stanford	Net Punting	32	38.13
Stanford	Punt Returns	59	8.17
Stanford	Kickoff Returns	2	27.40
Stanford	First Downs Offense	69	263
Stanford	First Downs Defense	T-83	280
Stanford	Fewest Penalties Per Game	T-53	5.29
Stanford	Fewest Penalty Yards Per Game	48	44.29
Stanford	Time of Possession	27	   31:45
Troy	Stat	Rank	Value
Troy	Total Offense	27	463.3
Troy	Rushing Offense	90	141.0
Troy	Passing Offense	13	322.3
Troy	Team Passing Efficiency	23	149.94
Troy	Scoring Offense	31	34.1
Troy	Total Defense	112	483.2
Troy	Rushing Defense	72	169.6
Troy	Passing Yards Allowed	121	313.6
Troy	Team Passing Efficiency Defense	114	157.81
Troy	Scoring Defense	107	35.9
Troy	Turnover Margin	107	-0.67
Troy	3rd Down Conversion Pct	38	0.441
Troy	4th Down Conversion Pct	T-12	0.667
Troy	3rd Down Conversion Pct Defense	95	0.436
Troy	4th Down Conversion Pct Defense	T-29	0.421
Troy	Red Zone Offense	88	0.792
Troy	Red Zone Defense	T-56	0.826
Troy	Net Punting	13	39.82
Troy	Punt Returns	18	12.42
Troy	Kickoff Returns	122	15.07
Troy	First Downs Offense	T-60	275
Troy	First Downs Defense	79	276
Troy	Fewest Penalties Per Game	T-108	7.33
Troy	Fewest Penalty Yards Per Game	121	74.58
Troy	Time of Possession	61	   29:56
Texas St.	Stat	Rank	Value
Texas St.	Total Offense	111	326.3
Texas St.	Rushing Offense	64	171.5
Texas St.	Passing Offense	113	154.8
Texas St.	Team Passing Efficiency	104	112.10
Texas St.	Scoring Offense	93	23.9
Texas St.	Total Defense	58	396.7
Texas St.	Rushing Defense	39	147.4
Texas St.	Passing Yards Allowed	89	249.3
Texas St.	Team Passing Efficiency Defense	49	123.00
Texas St.	Scoring Defense	70	27.3
Texas St.	Turnover Margin	47	0.17
Texas St.	3rd Down Conversion Pct	105	0.339
Texas St.	4th Down Conversion Pct	53	0.524
Texas St.	3rd Down Conversion Pct Defense	63	0.395
Texas St.	4th Down Conversion Pct Defense	7	0.310
Texas St.	Red Zone Offense	71	0.811
Texas St.	Red Zone Defense	T-77	0.844
Texas St.	Net Punting	30	38.25
Texas St.	Punt Returns	7	14.20
Texas St.	Kickoff Returns	34	23.00
Texas St.	First Downs Offense	117	193
Texas St.	First Downs Defense	13	229
Texas St.	Fewest Penalties Per Game	107	7.25
Texas St.	Fewest Penalty Yards Per Game	107	62.58
Texas St.	Time of Possession	25	   31:54
UL Lafayette	Stat	Rank	Value
UL Lafayette	Total Offense	56	416.8
UL Lafayette	Rushing Offense	26	204.5
UL Lafayette	Passing Offense	80	212.2
UL Lafayette	Team Passing Efficiency	28	147.04
UL Lafayette	Scoring Offense	34	33.8
UL Lafayette	Total Defense	56	393.5
UL Lafayette	Rushing Defense	47	150.7
UL Lafayette	Passing Yards Allowed	80	242.8
UL Lafayette	Team Passing Efficiency Defense	75	131.23
UL Lafayette	Scoring Defense	62	26.5
UL Lafayette	Turnover Margin	T-56	0.08
UL Lafayette	3rd Down Conversion Pct	9	0.500
UL Lafayette	4th Down Conversion Pct	T-117	0.286
UL Lafayette	3rd Down Conversion Pct Defense	81	0.413
UL Lafayette	4th Down Conversion Pct Defense	22	0.385
UL Lafayette	Red Zone Offense	38	0.863
UL Lafayette	Red Zone Defense	35	0.795
UL Lafayette	Net Punting	77	36.47
UL Lafayette	Punt Returns	36	10.47
UL Lafayette	Kickoff Returns	88	19.84
UL Lafayette	First Downs Offense	T-49	283
UL Lafayette	First Downs Defense	63	265
UL Lafayette	Fewest Penalties Per Game	49	5.23
UL Lafayette	Fewest Penalty Yards Per Game	73	49.31
UL Lafayette	Time of Possession	64	   29:46
South Fla.	Stat	Rank	Value
South Fla.	Total Offense	121	255.5
South Fla.	Rushing Offense	118	88.7
South Fla.	Passing Offense	108	166.8
South Fla.	Team Passing Efficiency	123	91.11
South Fla.	Scoring Offense	120	13.8
South Fla.	Total Defense	21	350.8
South Fla.	Rushing Defense	28	139.8
South Fla.	Passing Yards Allowed	26	211.0
South Fla.	Team Passing Efficiency Defense	90	136.96
South Fla.	Scoring Defense	T-73	28.6
South Fla.	Turnover Margin	86	-0.33
South Fla.	3rd Down Conversion Pct	120	0.279
South Fla.	4th Down Conversion Pct	112	0.313
South Fla.	3rd Down Conversion Pct Defense	59	0.390
South Fla.	4th Down Conversion Pct Defense	T-75	0.556
South Fla.	Red Zone Offense	T-111	0.737
South Fla.	Red Zone Defense	T-27	0.778
South Fla.	Net Punting	79	36.42
South Fla.	Punt Returns	9	14.14
South Fla.	Kickoff Returns	89	19.83
South Fla.	First Downs Offense	123	154
South Fla.	First Downs Defense	25	238
South Fla.	Fewest Penalties Per Game	122	8.50
South Fla.	Fewest Penalty Yards Per Game	118	71.75
South Fla.	Time of Possession	88	   28:54
UCF	Stat	Rank	Value
UCF	Total Offense	40	441.5
UCF	Rushing Offense	74	159.9
UCF	Passing Offense	25	281.6
UCF	Team Passing Efficiency	12	158.50
UCF	Scoring Offense	30	34.6
UCF	Total Defense	29	362.0
UCF	Rushing Defense	16	122.5
UCF	Passing Yards Allowed	76	239.5
UCF	Team Passing Efficiency Defense	20	114.50
UCF	Scoring Defense	17	21.3
UCF	Turnover Margin	T-32	0.38
UCF	3rd Down Conversion Pct	14	0.487
UCF	4th Down Conversion Pct	T-103	0.375
UCF	3rd Down Conversion Pct Defense	79	0.412
UCF	4th Down Conversion Pct Defense	T-24	0.400
UCF	Red Zone Offense	34	0.866
UCF	Red Zone Defense	13	0.737
UCF	Net Punting	96	35.42
UCF	Punt Returns	33	10.78
UCF	Kickoff Returns	44	22.51
UCF	First Downs Offense	39	291
UCF	First Downs Defense	37	248
UCF	Fewest Penalties Per Game	33	4.77
UCF	Fewest Penalty Yards Per Game	T-36	41.62
UCF	Time of Possession	20	   32:11
Central Mich.	Stat	Rank	Value
Central Mich.	Total Offense	108	341.1
Central Mich.	Rushing Offense	99	132.8
Central Mich.	Passing Offense	84	208.3
Central Mich.	Team Passing Efficiency	90	120.66
Central Mich.	Scoring Offense	95	23.3
Central Mich.	Total Defense	66	405.2
Central Mich.	Rushing Defense	97	201.3
Central Mich.	Passing Yards Allowed	20	203.9
Central Mich.	Team Passing Efficiency Defense	78	132.01
Central Mich.	Scoring Defense	T-73	28.6
Central Mich.	Turnover Margin	T-94	-0.42
Central Mich.	3rd Down Conversion Pct	T-46	0.429
Central Mich.	4th Down Conversion Pct	T-114	0.300
Central Mich.	3rd Down Conversion Pct Defense	101	0.448
Central Mich.	4th Down Conversion Pct Defense	T-29	0.421
Central Mich.	Red Zone Offense	102	0.767
Central Mich.	Red Zone Defense	72	0.840
Central Mich.	Net Punting	74	36.58
Central Mich.	Punt Returns	87	6.56
Central Mich.	Kickoff Returns	29	23.23
Central Mich.	First Downs Offense	T-114	208
Central Mich.	First Downs Defense	40	252
Central Mich.	Fewest Penalties Per Game	T-19	4.33
Central Mich.	Fewest Penalty Yards Per Game	38	41.67
